-0.04525474828457998,0.018193518429160553,-4.718447854656915e-16
-0.257911767239907,-0.40369119765885036,-0.005661596031205862
-0.5263979771382892,-0.8032571279263679,-0.011323192062411724
-0.8336446668174677,-1.1873019913574248,-0.016984788093617587
-1.1625831251152239,-1.5626235069361492,-0.02264638412482345
-1.4961446408693375,-1.9360193936466683,-0.02830798015602931
-1.817260502917589,-2.3142873704731093,-0.03396957618723517
-2.1088620000977594,-2.704225156399599,-0.039631172218441035
-2.3575438298983196,-3.111162532908359,-0.0452927682496469
-2.5645543244105133,-3.534557531473986,-0.05095436428085276
-2.734805224376277,-3.9724002460691725,-0.05661596031205862
-2.872621071865997,-4.4205254491797294,-0.05534490499886811
-2.9837319380045892,-4.878989584908481,-0.05407384968567759
-3.072980215424012,-5.345811124781321,-0.052802794372487076
-3.145208296756224,-5.819008540324143,-0.05153173905929656
-3.204782185443695,-6.29681333273173,-0.050260683746106045
-3.2541623281709366,-6.77830912187443,-0.04898962843291553
-3.2953327824329643,-7.262792557291468,-0.047718573119725015
-3.3302776057248002,-7.749560288522086,-0.0464475178065345
-3.360980855541462,-8.237908965105513,-0.045176462493343984
-3.38942658937797,-8.727135236580983,-0.04390540718015347
-3.4175988647293405,-9.216535752487726,-0.042634351866962954
-3.4474817390905965,-9.705407162364983,-0.04136329655377244
-3.4810592699567553,-10.193046115751983,-0.04009224124058192
-3.5203155148228347,-10.678749262187955,-0.03882118592739141
-3.5672345311838565,-11.16181325121214,-0.03755013061420089
-3.6238003765348386,-11.641534732363768,-0.03627907530101038
-3.6919971083707983,-12.117210355182067,-0.03500801998781986
-3.773808784186758,-12.58813676920628,-0.03373696467462935
-3.8708733297797293,-13.053799837180263,-0.03246590936143883
-3.9834441441547037,-13.51444227466639,-0.031194854048248316
-4.111428494618663,-13.97049601043166,-0.0299237987350578
-4.254351039372168,-14.421252190763644,-0.032708372835571126
-4.412424772486138,-14.868301300333659,-0.03549294693608445
-4.58555766478444,-15.312071991079659,-0.038277521036597775
-4.773657687090947,-15.7529929149396,-0.0410620951371111
-4.976279070733229,-16.191384348006757,-0.043846669237624425
-5.191561089053642,-16.62713306299564,-0.04663124333813775
-5.417289275898241,-17.06001745677608,-0.049415817438651075
-5.65124916511308,-17.48981592621791,-0.0522003915391644
-5.891226290544214,-17.916306868190954,-0.054984965639677724
-6.135006186037696,-18.339268679565038,-0.05776953974019105
-6.3803743854395805,-18.758479757209994,-0.060554113840704374
-6.625957399490638,-19.173570489069576,-0.06333868794121769
-6.873745646510498,-19.58357922738328,-0.06612326204173101
-7.126570521713511,-19.987396315464512,-0.06890783614224433
-7.387263420314018,-20.383912096626684,-0.07169241024275765
-7.666414247753752,-20.78272166953924,-0.07027862097703438
-7.95994555226199,-21.171438815564347,-0.06886483171131112
-8.270932577460849,-21.548858310990802,-0.06745104244558786
-8.601201586297389,-21.91442221537901,-0.0660372531798646
-8.94758291901846,-22.27016172137585,-0.06462346391414134
-9.305657935195857,-22.618755304899825,-0.06320967464841808
-9.671007994401384,-22.962881441869442,-0.06179588538269482
-10.03921445620684,-23.305218608203216,-0.06038209611697157
-10.405858680184027,-23.64844527981965,-0.05896830685124831
-10.767382229898361,-23.99471871193763,-0.05755451758552506
